Age,Attrition,TravelFrequency,DailyRate,Department,Distance,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,Role,JobSatisfaction,Marital,MonthlyIncome,MonthlyRate,NumCompanies,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
30,0,Rarely,201,RESEARCH & DEVELOPMENT,5,3,Technical Degree,4,FEMALE,84,3,1,Research Scientist,1,Divorced,3204,10415,5,No,14,3,4,1,8,3,3,3,2,2,2
30,0,Rarely,1427,RESEARCH & DEVELOPMENT,2,1,Medical,2,MALE,35,2,1,Laboratory Technician,4,Single,2720,11162,0,No,13,3,4,0,6,3,3,5,3,1,2
41,0,Frequently,857,RESEARCH & DEVELOPMENT,10,3,Life Sciences,4,MALE,91,2,4,Manager,1,Divorced,17181,12888,4,No,13,3,2,1,21,2,2,7,6,7,7
41,0,Rarely,933,RESEARCH & DEVELOPMENT,9,4,Life Sciences,3,MALE,94,3,1,Laboratory Technician,1,Married,2238,6961,2,No,21,4,4,1,7,2,3,5,0,1,4
19,0,Rarely,1181,RESEARCH & DEVELOPMENT,3,1,Medical,2,FEMALE,79,3,1,Laboratory Technician,2,Single,1483,16102,1,No,14,3,4,0,1,3,3,1,0,0,0
40,0,Frequently,1395,RESEARCH & DEVELOPMENT,26,3,Medical,2,FEMALE,54,3,2,Research Scientist,2,Divorced,5605,8504,1,No,11,3,1,1,20,2,3,20,7,2,13
35,0,Rarely,662,SALES,1,5,Marketing,3,MALE,94,3,3,Sales Executive,2,Married,7295,11439,1,No,13,3,1,2,10,3,3,10,8,0,6
53,0,Rarely,1436,SALES,6,2,Marketing,2,MALE,34,3,2,Sales Representative,3,Married,2306,16047,2,Yes,20,4,4,1,13,3,1,7,7,4,5
45,0,Rarely,194,RESEARCH & DEVELOPMENT,9,3,Life Sciences,2,MALE,60,3,2,Laboratory Technician,2,Divorced,2348,10901,8,No,18,3,3,1,20,2,1,17,9,0,15
32,0,Frequently,967,SALES,8,3,Marketing,2,FEMALE,43,3,3,Sales Executive,4,Single,8998,15589,1,No,14,3,4,0,9,2,3,9,8,3,7
29,0,Non-Travel,1496,RESEARCH & DEVELOPMENT,1,1,Technical Degree,4,MALE,41,3,2,Manufacturing Director,3,Married,4319,26283,1,No,13,3,1,1,10,1,3,10,7,0,9
51,0,Rarely,1169,RESEARCH & DEVELOPMENT,7,4,Medical,2,MALE,34,2,2,Manufacturing Director,3,Married,6132,13983,2,No,17,3,3,0,10,2,3,1,0,0,0
58,0,Rarely,1145,RESEARCH & DEVELOPMENT,9,3,Medical,2,FEMALE,75,2,1,Research Scientist,2,Married,3346,11873,4,Yes,20,4,2,1,9,3,2,1,0,0,0
40,0,Rarely,630,SALES,4,4,Marketing,3,MALE,67,2,3,Sales Executive,4,Married,10855,8552,7,No,11,3,1,1,15,2,2,12,11,2,11
34,0,Frequently,303,SALES,2,4,Marketing,3,FEMALE,75,3,1,Sales Representative,3,Married,2231,11314,6,No,18,3,4,1,6,3,3,4,3,1,2
22,0,Rarely,1256,RESEARCH & DEVELOPMENT,19,1,Medical,3,MALE,80,3,1,Research Scientist,4,Married,2323,11992,1,No,24,4,1,2,2,6,3,2,2,2,2
27,0,Non-Travel,691,RESEARCH & DEVELOPMENT,9,3,Medical,4,MALE,57,3,1,Research Scientist,2,Divorced,2024,5970,6,No,18,3,4,1,6,1,1,2,2,2,2
28,0,Rarely,440,RESEARCH & DEVELOPMENT,21,3,Medical,3,MALE,42,3,1,Research Scientist,4,Married,2713,6672,1,No,11,3,3,1,5,2,1,5,2,0,2
57,0,Rarely,334,RESEARCH & DEVELOPMENT,24,2,Life Sciences,3,MALE,83,4,3,Healthcare Representative,4,Divorced,9439,23402,3,Yes,16,3,2,1,12,2,1,5,3,1,4
27,0,Non-Travel,1450,RESEARCH & DEVELOPMENT,3,3,Medical,3,MALE,79,2,1,Research Scientist,3,Divorced,2566,25326,1,Yes,15,3,4,1,1,2,2,1,1,0,1
50,0,Rarely,1452,RESEARCH & DEVELOPMENT,11,3,Life Sciences,3,FEMALE,53,3,5,Manager,2,Single,19926,17053,3,No,15,3,2,0,21,5,3,5,4,4,4
41,0,Rarely,465,RESEARCH & DEVELOPMENT,14,3,Life Sciences,1,MALE,56,3,1,Research Scientist,3,Divorced,2451,4609,4,No,12,3,1,1,13,2,3,9,8,1,8
30,0,Rarely,1339,SALES,5,3,Life Sciences,2,FEMALE,41,3,3,Sales Executive,4,Married,9419,8053,2,No,12,3,3,1,12,2,3,10,9,7,4
38,0,Rarely,702,SALES,1,4,Life Sciences,1,FEMALE,59,2,2,Sales Executive,4,Single,8686,12930,4,No,22,4,3,0,12,2,4,8,3,0,7
32,0,Rarely,120,RESEARCH & DEVELOPMENT,6,5,Life Sciences,3,MALE,43,3,1,Research Scientist,3,Single,3038,12430,3,No,20,4,1,0,8,2,3,5,4,1,4
27,0,Rarely,1157,RESEARCH & DEVELOPMENT,17,3,Technical Degree,3,MALE,51,3,1,Research Scientist,2,Married,3058,13364,0,Yes,16,3,4,1,6,3,2,5,2,1,1
19,1,Frequently,602,SALES,1,1,Technical Degree,3,FEMALE,100,1,1,Sales Representative,1,Single,2325,20989,0,No,21,4,1,0,1,5,4,0,0,0,0
36,0,Frequently,1480,RESEARCH & DEVELOPMENT,3,2,Medical,4,MALE,30,3,1,Laboratory Technician,2,Single,2088,15062,4,No,12,3,3,0,13,3,2,8,7,7,2
30,0,Non-Travel,111,RESEARCH & DEVELOPMENT,9,3,Medical,3,MALE,66,3,2,Laboratory Technician,1,Divorced,3072,11012,1,No,11,3,3,2,12,4,3,12,9,6,10
45,0,Rarely,1268,SALES,4,2,Life Sciences,3,FEMALE,30,3,2,Sales Executive,1,Divorced,5006,6319,4,Yes,11,3,1,1,9,3,4,5,4,0,3
56,0,Rarely,713,RESEARCH & DEVELOPMENT,8,3,Life Sciences,3,FEMALE,67,3,1,Research Scientist,1,Divorced,4257,13939,4,Yes,18,3,3,1,19,3,3,2,2,2,2
33,0,Rarely,134,RESEARCH & DEVELOPMENT,2,3,Life Sciences,3,MALE,90,3,1,Research Scientist,4,Single,2500,10515,0,No,14,3,1,0,4,2,4,3,1,0,2
19,1,Rarely,303,RESEARCH & DEVELOPMENT,2,3,Life Sciences,2,MALE,47,2,1,Laboratory Technician,4,Single,1102,9241,1,No,22,4,3,0,1,3,2,1,0,1,0
46,0,Rarely,526,SALES,1,2,Marketing,2,FEMALE,92,3,3,Sales Executive,1,Divorced,10453,2137,1,No,25,4,3,3,24,2,3,24,13,15,7
38,0,Rarely,1380,RESEARCH & DEVELOPMENT,9,2,Life Sciences,3,FEMALE,75,3,1,Laboratory Technician,4,Single,2288,6319,1,No,12,3,3,0,2,3,3,2,2,2,1
31,0,Rarely,140,RESEARCH & DEVELOPMENT,12,1,Medical,3,FEMALE,95,3,1,Research Scientist,4,Married,3929,6984,8,Yes,23,4,3,1,7,0,3,4,2,0,2
34,0,Rarely,629,RESEARCH & DEVELOPMENT,27,2,Medical,4,FEMALE,95,3,1,Research Scientist,2,Single,2311,5711,2,No,15,3,4,0,9,3,3,3,2,1,2
41,1,Rarely,1356,SALES,20,2,Marketing,2,FEMALE,70,3,1,Sales Representative,2,Single,3140,21728,1,Yes,22,4,4,0,4,5,2,4,3,0,2
50,0,Rarely,328,RESEARCH & DEVELOPMENT,1,3,Medical,3,MALE,86,2,1,Laboratory Technician,3,Married,3690,3425,2,No,15,3,4,1,5,2,2,3,2,0,2
53,0,Rarely,1084,RESEARCH & DEVELOPMENT,13,2,Medical,4,FEMALE,57,4,2,Manufacturing Director,1,Divorced,4450,26250,1,No,11,3,3,2,5,3,3,4,2,1,3
33,0,Rarely,931,RESEARCH & DEVELOPMENT,14,3,Medical,4,FEMALE,72,3,1,Research Scientist,2,Married,2756,4673,1,No,13,3,4,1,8,5,3,8,7,1,6
40,0,Rarely,989,RESEARCH & DEVELOPMENT,4,1,Medical,4,FEMALE,46,3,5,Manager,3,Married,19033,6499,1,No,14,3,2,1,21,2,3,20,8,9,9
55,0,Rarely,692,RESEARCH & DEVELOPMENT,14,4,Medical,3,MALE,61,4,5,Research Director,2,Single,18722,13339,8,No,11,3,4,0,36,3,3,24,15,2,15
34,0,Frequently,1069,RESEARCH & DEVELOPMENT,2,1,Life Sciences,4,MALE,45,2,2,Manufacturing Director,3,Married,9547,14074,1,No,17,3,3,0,10,2,2,10,9,1,9
51,0,Rarely,313,RESEARCH & DEVELOPMENT,3,3,Medical,4,FEMALE,98,3,4,Healthcare Representative,2,Single,13734,7192,3,No,18,3,3,0,21,6,3,7,7,1,0
52,0,Rarely,699,RESEARCH & DEVELOPMENT,1,4,Life Sciences,3,MALE,65,2,5,Manager,3,Married,19999,5678,0,No,14,3,1,1,34,5,3,33,18,11,9
27,0,Rarely,894,RESEARCH & DEVELOPMENT,9,3,Medical,4,FEMALE,99,3,1,Research Scientist,2,Single,2279,11781,1,No,16,3,4,0,7,2,2,7,7,0,3
35,1,Rarely,556,RESEARCH & DEVELOPMENT,23,2,Life Sciences,2,MALE,50,2,2,Manufacturing Director,3,Married,5916,15497,3,Yes,13,3,1,0,8,1,3,1,0,0,1
43,0,Non-Travel,1344,RESEARCH & DEVELOPMENT,7,3,Medical,4,MALE,37,4,1,Research Scientist,4,Divorced,2089,5228,4,No,14,3,4,3,7,3,4,5,4,2,2
45,0,Non-Travel,1195,RESEARCH & DEVELOPMENT,2,2,Medical,1,MALE,65,2,4,Manager,4,Married,16792,20462,9,No,23,4,4,1,22,1,3,20,8,11,8
37,0,Rarely,290,RESEARCH & DEVELOPMENT,21,3,Life Sciences,2,MALE,65,4,1,Research Scientist,1,Married,3564,22977,1,Yes,12,3,1,1,8,3,2,8,7,1,7
35,0,Frequently,138,RESEARCH & DEVELOPMENT,2,3,Medical,2,FEMALE,37,3,2,Laboratory Technician,2,Single,4425,15986,5,No,11,3,4,0,10,5,3,6,2,1,2
42,0,Non-Travel,926,RESEARCH & DEVELOPMENT,21,2,Medical,3,FEMALE,36,3,2,Manufacturing Director,3,Divorced,5265,16439,2,No,16,3,2,1,11,5,3,5,3,0,2
38,0,Rarely,1261,RESEARCH & DEVELOPMENT,2,4,Life Sciences,4,MALE,88,3,2,Manufacturing Director,3,Married,6553,7259,9,No,14,3,2,0,14,3,3,1,0,0,0
38,0,Rarely,1084,RESEARCH & DEVELOPMENT,29,3,Technical Degree,4,MALE,54,3,2,Manufacturing Director,4,Married,6261,4185,3,No,18,3,1,1,9,3,1,7,7,1,7
27,0,Frequently,472,RESEARCH & DEVELOPMENT,1,1,Technical Degree,3,MALE,60,2,2,Manufacturing Director,1,Married,4298,9679,5,No,19,3,3,1,6,1,3,2,2,2,0
49,0,Non-Travel,1002,RESEARCH & DEVELOPMENT,18,4,Life Sciences,4,MALE,92,3,2,Manufacturing Director,4,Divorced,6804,23793,1,Yes,15,3,1,2,7,0,3,7,7,1,7
34,0,Frequently,878,RESEARCH & DEVELOPMENT,10,4,Medical,4,MALE,43,3,1,Research Scientist,3,Divorced,3815,5972,1,Yes,17,3,4,1,5,4,4,5,3,2,0
40,0,Rarely,905,RESEARCH & DEVELOPMENT,19,2,Medical,3,MALE,99,3,2,Laboratory Technician,4,Married,2741,16523,8,Yes,15,3,3,1,15,2,4,7,2,3,7
38,1,Rarely,1180,RESEARCH & DEVELOPMENT,29,1,Medical,2,MALE,70,3,2,Healthcare Representative,1,Married,6673,11354,7,Yes,19,3,2,0,17,2,3,1,0,0,0
29,1,Rarely,121,SALES,27,3,Marketing,2,FEMALE,35,3,3,Sales Executive,4,Married,7639,24525,1,No,22,4,4,3,10,3,2,10,4,1,9
22,0,Rarely,1136,RESEARCH & DEVELOPMENT,5,3,Life Sciences,4,MALE,60,4,1,Research Scientist,2,Divorced,2328,12392,1,Yes,16,3,1,1,4,2,2,4,2,2,2
36,0,Frequently,635,RESEARCH & DEVELOPMENT,18,1,Medical,2,FEMALE,73,3,1,Laboratory Technician,4,Single,2153,7703,1,No,13,3,1,0,8,2,3,8,1,1,7
40,0,Non-Travel,1151,RESEARCH & DEVELOPMENT,9,5,Life Sciences,4,MALE,63,2,2,Healthcare Representative,4,Married,4876,14242,9,No,14,3,4,1,5,5,1,3,2,0,2
46,0,Rarely,644,RESEARCH & DEVELOPMENT,1,4,Medical,4,MALE,97,3,3,Healthcare Representative,1,Divorced,9396,12368,7,No,16,3,3,1,17,3,3,4,2,0,3
32,1,Rarely,1045,SALES,4,4,Medical,4,MALE,32,1,3,Sales Executive,4,Married,10400,25812,1,No,11,3,3,0,14,2,2,14,8,9,8
30,0,Non-Travel,829,RESEARCH & DEVELOPMENT,1,1,Life Sciences,3,MALE,88,2,3,Manufacturing Director,3,Single,8474,20925,1,No,22,4,3,0,12,2,3,11,8,5,8
27,0,Frequently,1242,SALES,20,3,Life Sciences,4,FEMALE,90,3,2,Sales Executive,3,Single,9981,12916,1,No,14,3,4,0,7,2,3,7,7,0,7
51,0,Rarely,1469,RESEARCH & DEVELOPMENT,8,4,Life Sciences,2,MALE,81,2,3,Research Director,2,Married,12490,15736,5,No,16,3,4,2,16,5,1,10,9,4,7
30,1,Rarely,1005,RESEARCH & DEVELOPMENT,3,3,Technical Degree,4,FEMALE,88,3,1,Research Scientist,1,Single,2657,8556,5,Yes,11,3,3,0,8,5,3,5,2,0,4
41,0,Rarely,896,SALES,6,3,Life Sciences,4,FEMALE,75,3,3,Manager,4,Single,13591,14674,3,Yes,18,3,3,0,16,3,3,1,0,0,0
30,1,Frequently,334,SALES,26,4,Marketing,3,FEMALE,52,2,2,Sales Executive,1,Single,6696,22967,5,No,15,3,3,0,9,5,2,6,3,0,1
29,1,Rarely,992,RESEARCH & DEVELOPMENT,1,3,Technical Degree,3,MALE,85,3,1,Research Scientist,3,Single,2058,19757,0,No,14,3,4,0,7,1,2,6,2,1,5
45,0,Non-Travel,1052,SALES,6,3,Medical,4,FEMALE,57,2,3,Sales Executive,4,Single,8865,16840,6,No,12,3,4,0,23,2,3,19,7,12,8
54,0,Rarely,1147,SALES,3,3,Marketing,4,FEMALE,52,3,2,Sales Executive,1,Married,5940,17011,2,No,14,3,4,1,16,4,3,6,2,0,5
36,0,Rarely,1396,RESEARCH & DEVELOPMENT,5,2,Life Sciences,4,MALE,62,3,2,Laboratory Technician,2,Single,5914,9945,8,No,16,3,4,0,16,3,4,13,11,3,7
33,0,Rarely,147,RESEARCH & DEVELOPMENT,4,4,Medical,3,FEMALE,47,2,1,Research Scientist,2,Married,2622,13248,6,No,21,4,4,0,7,3,3,3,2,1,1
37,0,Frequently,663,RESEARCH & DEVELOPMENT,11,3,Other,2,MALE,47,3,3,Research Director,4,Divorced,12185,10056,1,Yes,14,3,3,3,10,1,3,10,8,0,7
38,0,Rarely,119,SALES,3,3,Life Sciences,1,MALE,76,3,3,Sales Executive,3,Divorced,10609,9647,0,No,12,3,3,2,17,6,2,16,10,5,13
31,0,Non-Travel,979,RESEARCH & DEVELOPMENT,1,4,Medical,3,MALE,90,1,2,Manufacturing Director,3,Married,4345,4381,0,No,12,3,4,1,6,2,3,5,4,1,4
59,0,Rarely,142,RESEARCH & DEVELOPMENT,3,3,Life Sciences,3,MALE,70,2,1,Research Scientist,4,Married,2177,8456,3,No,17,3,1,1,7,6,3,1,0,0,0
37,0,Frequently,319,SALES,4,4,Marketing,1,MALE,41,3,1,Sales Representative,4,Divorced,2793,2539,4,No,17,3,3,1,13,2,3,9,8,5,8
29,0,Frequently,1413,SALES,1,1,Medical,2,FEMALE,42,3,3,Sales Executive,4,Married,7918,6599,1,No,14,3,4,1,11,5,3,11,10,4,1
35,0,Frequently,944,SALES,1,3,Marketing,3,FEMALE,92,3,3,Sales Executive,3,Single,8789,9096,1,No,14,3,1,0,10,3,4,10,7,0,8
29,1,Rarely,896,RESEARCH & DEVELOPMENT,18,1,Medical,3,MALE,86,2,1,Research Scientist,4,Single,2389,14961,1,Yes,13,3,3,0,4,3,2,4,3,0,1
52,0,Rarely,1323,RESEARCH & DEVELOPMENT,2,3,Life Sciences,3,FEMALE,89,2,1,Laboratory Technician,4,Single,3212,3300,7,No,15,3,2,0,6,3,2,2,2,2,2
42,0,Rarely,532,RESEARCH & DEVELOPMENT,4,2,Technical Degree,3,MALE,58,3,5,Manager,4,Married,19232,4933,1,No,11,3,4,0,22,3,3,22,17,11,15
59,0,Rarely,818,HUMAN RESOURCES,6,2,Medical,2,MALE,52,3,1,Human Resources,3,Married,2267,25657,8,No,17,3,4,0,7,2,2,2,2,2,2
50,0,Rarely,854,SALES,1,4,Medical,4,FEMALE,68,3,5,Manager,4,Divorced,19517,24118,3,No,11,3,3,1,32,3,2,7,0,0,6
33,1,Rarely,813,RESEARCH & DEVELOPMENT,14,3,Medical,3,MALE,58,3,1,Laboratory Technician,4,Married,2436,22149,5,Yes,13,3,3,1,8,2,1,5,4,0,4
43,0,Rarely,1034,SALES,16,3,Marketing,4,FEMALE,80,3,4,Manager,4,Married,16064,7744,5,Yes,22,4,3,1,22,3,3,17,13,1,9
33,1,Rarely,465,RESEARCH & DEVELOPMENT,2,2,Life Sciences,1,FEMALE,39,3,1,Laboratory Technician,1,Married,2707,21509,7,No,20,4,1,0,13,3,4,9,7,1,7
52,0,Non-Travel,771,SALES,2,4,Life Sciences,1,MALE,79,2,5,Manager,3,Single,19068,21030,1,Yes,18,3,4,0,33,2,4,33,7,15,12
32,0,Rarely,1401,SALES,4,2,Life Sciences,3,FEMALE,56,3,1,Sales Representative,2,Married,3931,20990,2,No,11,3,1,1,6,5,3,4,3,1,2
32,1,Rarely,515,RESEARCH & DEVELOPMENT,1,3,Life Sciences,4,MALE,62,2,1,Laboratory Technician,3,Single,3730,9571,0,Yes,14,3,4,0,4,2,1,3,2,1,2
39,0,Rarely,1431,RESEARCH & DEVELOPMENT,1,4,Medical,3,FEMALE,96,3,1,Laboratory Technician,3,Divorced,2232,15417,7,No,14,3,3,3,7,1,3,3,2,1,2
32,0,Non-Travel,976,SALES,26,4,Marketing,3,MALE,100,3,2,Sales Executive,4,Married,4465,12069,0,No,18,3,1,0,4,2,3,3,2,2,2
41,0,Rarely,1411,RESEARCH & DEVELOPMENT,19,2,Life Sciences,3,MALE,36,3,2,Research Scientist,1,Divorced,3072,19877,2,No,16,3,1,2,17,2,2,1,0,0,0
40,0,Rarely,1300,RESEARCH & DEVELOPMENT,24,2,Technical Degree,1,MALE,62,3,2,Research Scientist,4,Divorced,3319,24447,1,No,17,3,1,2,9,3,3,9,8,4,7
45,0,Rarely,252,RESEARCH & DEVELOPMENT,1,3,Other,3,MALE,70,4,5,Manager,4,Married,19202,15970,0,No,11,3,3,1,25,2,3,24,0,1,7
31,0,Frequently,1327,RESEARCH & DEVELOPMENT,3,4,Medical,2,MALE,73,3,3,Research Director,3,Divorced,13675,13523,9,No,12,3,1,1,9,3,3,2,2,2,2
33,0,Rarely,832,RESEARCH & DEVELOPMENT,5,4,Life Sciences,3,FEMALE,63,2,1,Research Scientist,4,Married,2911,14776,1,No,13,3,3,1,2,2,2,2,2,0,2
34,0,Rarely,470,RESEARCH & DEVELOPMENT,2,4,Life Sciences,4,MALE,84,2,2,Manufacturing Director,1,Married,5957,23687,6,No,13,3,2,1,13,3,3,11,9,5,9
37,0,Rarely,1017,RESEARCH & DEVELOPMENT,1,2,Medical,3,FEMALE,83,2,1,Research Scientist,1,Married,3920,18697,2,No,14,3,1,1,17,2,2,3,1,0,2
45,0,Frequently,1199,RESEARCH & DEVELOPMENT,7,4,Life Sciences,1,MALE,77,4,2,Manufacturing Director,3,Married,6434,5118,4,No,17,3,4,1,9,1,3,3,2,0,2
37,1,Frequently,504,RESEARCH & DEVELOPMENT,10,3,Medical,1,MALE,61,3,3,Manufacturing Director,3,Divorced,10048,22573,6,No,11,3,2,2,17,5,3,1,0,0,0
39,0,Frequently,505,RESEARCH & DEVELOPMENT,2,4,Technical Degree,3,FEMALE,64,3,3,Healthcare Representative,3,Single,10938,6420,0,No,25,4,4,0,20,1,3,19,6,11,8
29,0,Rarely,665,RESEARCH & DEVELOPMENT,15,3,Life Sciences,3,MALE,60,3,1,Research Scientist,4,Single,2340,22673,1,No,19,3,1,0,6,1,3,6,5,1,5
42,0,Rarely,916,RESEARCH & DEVELOPMENT,17,2,Life Sciences,4,FEMALE,82,4,2,Research Scientist,1,Single,6545,23016,3,Yes,13,3,3,0,10,1,3,3,2,0,2
29,0,Rarely,1247,SALES,20,2,Marketing,4,MALE,45,3,2,Sales Executive,4,Divorced,6931,10732,2,No,14,3,4,1,10,2,3,3,2,0,2
25,0,Rarely,685,RESEARCH & DEVELOPMENT,1,3,Life Sciences,1,FEMALE,62,3,2,Manufacturing Director,3,Married,4898,7505,0,No,12,3,4,2,5,3,3,4,2,1,2
42,0,Rarely,269,RESEARCH & DEVELOPMENT,2,3,Medical,4,FEMALE,56,2,1,Laboratory Technician,1,Divorced,2593,8007,0,Yes,11,3,3,1,10,4,3,9,6,7,8
40,0,Rarely,1416,RESEARCH & DEVELOPMENT,2,2,Medical,1,MALE,49,3,5,Research Director,3,Divorced,19436,5949,0,No,19,3,4,1,22,5,3,21,7,3,9
51,0,Rarely,833,RESEARCH & DEVELOPMENT,1,3,Life Sciences,3,MALE,96,3,1,Research Scientist,4,Married,2723,23231,1,No,11,3,2,0,1,0,2,1,0,0,0
31,1,Frequently,307,RESEARCH & DEVELOPMENT,29,2,Medical,3,MALE,71,2,1,Laboratory Technician,2,Single,3479,11652,0,No,11,3,2,0,6,2,4,5,4,1,4
32,0,Frequently,1311,RESEARCH & DEVELOPMENT,7,3,Life Sciences,2,MALE,100,4,1,Laboratory Technician,2,Married,2794,26062,1,No,20,4,3,0,5,3,1,5,1,0,3
38,0,Non-Travel,1327,SALES,2,2,Life Sciences,4,MALE,39,2,2,Sales Executive,4,Married,5249,19682,3,No,18,3,4,1,13,0,3,8,7,7,5
32,0,Rarely,128,RESEARCH & DEVELOPMENT,2,1,Technical Degree,4,MALE,84,2,2,Laboratory Technician,1,Single,2176,19737,4,No,13,3,4,0,9,5,3,6,2,0,4
46,0,Rarely,488,SALES,2,3,Technical Degree,3,FEMALE,75,1,4,Manager,2,Married,16872,14977,3,Yes,12,3,2,1,28,2,2,7,7,7,7
28,1,Rarely,529,RESEARCH & DEVELOPMENT,2,4,Life Sciences,1,MALE,79,3,1,Laboratory Technician,3,Single,3485,14935,2,No,11,3,3,0,5,5,1,0,0,0,0
29,0,Rarely,1210,SALES,2,3,Medical,1,MALE,78,2,2,Sales Executive,2,Married,6644,3687,2,No,19,3,2,2,10,2,3,0,0,0,0
31,0,Rarely,1463,RESEARCH & DEVELOPMENT,23,3,Medical,2,MALE,64,2,2,Healthcare Representative,4,Married,5582,14408,0,No,21,4,2,1,10,2,3,9,0,7,8
25,0,Non-Travel,675,RESEARCH & DEVELOPMENT,5,2,Life Sciences,2,MALE,85,4,2,Healthcare Representative,1,Divorced,4000,18384,1,No,12,3,4,2,6,2,3,6,3,1,5
45,0,Rarely,1385,RESEARCH & DEVELOPMENT,20,2,Medical,3,MALE,79,3,4,Healthcare Representative,4,Married,13496,7501,0,Yes,14,3,2,0,21,2,3,20,7,4,10
36,0,Rarely,1403,RESEARCH & DEVELOPMENT,6,3,Life Sciences,4,MALE,47,3,1,Laboratory Technician,4,Married,3210,20251,0,No,11,3,3,1,16,4,3,15,13,10,11
55,0,Rarely,452,RESEARCH & DEVELOPMENT,1,3,Medical,4,MALE,81,3,5,Manager,1,Single,19045,18938,0,Yes,14,3,3,0,37,2,3,36,10,4,13
47,1,Non-Travel,666,RESEARCH & DEVELOPMENT,29,4,Life Sciences,1,MALE,88,3,3,Manager,2,Married,11849,10268,1,Yes,12,3,4,1,10,2,2,10,7,9,9
28,0,Rarely,1158,RESEARCH & DEVELOPMENT,9,3,Medical,4,MALE,94,3,1,Research Scientist,4,Married,2070,2613,1,No,23,4,4,1,5,3,2,5,2,0,4
37,0,Rarely,228,SALES,6,4,Medical,3,MALE,98,3,2,Sales Executive,4,Married,6502,22825,4,No,14,3,2,1,7,5,4,5,4,0,1
21,0,Rarely,996,RESEARCH & DEVELOPMENT,3,2,Medical,4,MALE,100,2,1,Research Scientist,3,Single,3230,10531,1,No,17,3,1,0,3,4,4,3,2,1,0
37,0,Non-Travel,728,RESEARCH & DEVELOPMENT,1,4,Medical,1,FEMALE,80,3,3,Research Director,4,Divorced,13603,11677,2,Yes,18,3,1,2,15,2,3,5,2,0,2
35,0,Rarely,1315,RESEARCH & DEVELOPMENT,22,3,Life Sciences,2,FEMALE,71,4,3,Manager,2,Divorced,11996,19100,7,No,18,3,2,1,10,6,2,7,7,6,2
38,0,Rarely,322,SALES,7,2,Medical,1,FEMALE,44,4,2,Sales Executive,1,Divorced,5605,19191,1,Yes,24,4,3,1,8,3,3,8,0,7,7
26,0,Frequently,1479,RESEARCH & DEVELOPMENT,1,3,Life Sciences,3,FEMALE,84,3,2,Manufacturing Director,2,Divorced,6397,26767,1,No,20,4,1,1,6,6,1,6,5,1,4
50,0,Rarely,797,RESEARCH & DEVELOPMENT,4,1,Life Sciences,1,MALE,96,3,5,Research Director,2,Divorced,19144,15815,3,No,14,3,1,2,28,4,2,10,4,1,6
53,0,Rarely,1070,RESEARCH & DEVELOPMENT,3,4,Medical,3,MALE,45,3,4,Research Director,3,Married,17584,21016,3,Yes,16,3,4,3,21,5,2,5,3,1,3
42,0,Rarely,635,SALES,1,1,Life Sciences,2,MALE,99,3,2,Sales Executive,3,Married,4907,24532,1,No,25,4,3,0,20,3,3,20,16,11,6
29,0,Frequently,442,SALES,2,2,Life Sciences,2,MALE,44,3,2,Sales Executive,4,Single,4554,20260,1,No,18,3,1,0,10,3,2,10,7,0,9
55,0,Rarely,147,RESEARCH & DEVELOPMENT,20,2,Technical Degree,2,MALE,37,3,2,Laboratory Technician,4,Married,5415,15972,3,Yes,19,3,4,1,12,4,3,10,7,0,8
26,0,Frequently,496,RESEARCH & DEVELOPMENT,11,2,Medical,1,MALE,60,3,2,Healthcare Representative,1,Married,4741,22722,1,Yes,13,3,3,1,5,3,3,5,3,3,3
37,0,Rarely,1372,RESEARCH & DEVELOPMENT,1,3,Life Sciences,4,FEMALE,42,3,1,Research Scientist,4,Single,2115,15881,1,No,12,3,2,0,17,3,3,17,12,5,7
44,1,Frequently,920,RESEARCH & DEVELOPMENT,24,3,Life Sciences,4,MALE,43,3,1,Laboratory Technician,3,Divorced,3161,19920,3,Yes,22,4,4,1,19,0,1,1,0,0,0
38,0,Rarely,688,RESEARCH & DEVELOPMENT,23,4,Life Sciences,4,MALE,82,3,2,Healthcare Representative,4,Divorced,5745,18899,9,No,14,3,2,1,10,2,3,2,2,1,2
26,1,Rarely,1449,RESEARCH & DEVELOPMENT,16,4,Medical,1,MALE,45,3,1,Laboratory Technician,2,Divorced,2373,14180,2,Yes,13,3,4,1,5,2,3,3,2,0,2
28,0,Rarely,1117,RESEARCH & DEVELOPMENT,8,2,Life Sciences,4,FEMALE,66,3,1,Research Scientist,4,Single,3310,4488,1,No,21,4,4,0,5,3,3,5,3,0,2
49,0,Frequently,636,RESEARCH & DEVELOPMENT,10,4,Life Sciences,3,FEMALE,35,3,5,Research Director,1,Single,18665,25594,9,Yes,11,3,4,0,22,4,3,3,2,1,2
36,0,Rarely,506,RESEARCH & DEVELOPMENT,3,3,Technical Degree,3,MALE,30,3,2,Research Scientist,2,Single,4485,26285,4,No,12,3,4,0,10,2,3,8,0,7,7
